2.236068010330200195e+00,2.828427076339721680e+00
3.000000000000000000e+00,3.162277698516845703e+00
3.000000000000000000e+00,3.162277698516845703e+00
4.000000000000000000e+00,4.123105525970458984e+00
3.605551242828369141e+00,4.123105525970458984e+00
4.242640495300292969e+00,4.472136020660400391e+00
4.000000000000000000e+00,4.472136020660400391e+00
4.242640495300292969e+00,4.472136020660400391e+00
4.123105525970458984e+00,4.472136020660400391e+00
4.242640495300292969e+00,4.472136020660400391e+00
4.123105525970458984e+00,4.472136020660400391e+00
4.242640495300292969e+00,4.472136020660400391e+00
5.000000000000000000e+00,5.099019527435302734e+00
5.000000000000000000e+00,5.099019527435302734e+00
5.000000000000000000e+00,5.099019527435302734e+00
5.099019527435302734e+00,5.385164737701416016e+00
5.000000000000000000e+00,5.830951690673828125e+00
6.000000000000000000e+00,6.082762718200683594e+00
6.000000000000000000e+00,6.082762718200683594e+00
6.000000000000000000e+00,6.082762718200683594e+00
6.000000000000000000e+00,6.082762718200683594e+00
6.082762718200683594e+00,6.324555397033691406e+00
6.000000000000000000e+00,6.324555397033691406e+00
5.099019527435302734e+00,6.403124332427978516e+00
6.324555397033691406e+00,7.071067810058593750e+00
6.403124332427978516e+00,7.071067810058593750e+00
7.000000000000000000e+00,7.071067810058593750e+00
7.071067810058593750e+00,7.211102485656738281e+00
7.071067810058593750e+00,7.211102485656738281e+00
6.708203792572021484e+00,7.280109882354736328e+00
7.000000000000000000e+00,7.615773200988769531e+00
5.385164737701416016e+00,7.615773200988769531e+00
5.830951690673828125e+00,8.062257766723632812e+00
8.062257766723632812e+00,8.246211051940917969e+00
8.062257766723632812e+00,8.544003486633300781e+00
8.485280990600585938e+00,8.544003486633300781e+00
8.544003486633300781e+00,8.602325439453125000e+00
4.242640495300292969e+00,8.602325439453125000e+00
9.219544410705566406e+00,9.433980941772460938e+00
9.433980941772460938e+00,9.486832618713378906e+00
8.062257766723632812e+00,1.000000000000000000e+01
8.000000000000000000e+00,1.004987525939941406e+01
1.019803905487060547e+01,1.044030666351318359e+01
1.029563045501708984e+01,1.044030666351318359e+01
1.063014602661132812e+01,1.077032947540283203e+01
1.004987525939941406e+01,1.077032947540283203e+01
1.029563045501708984e+01,1.118033981323242188e+01
1.131370830535888672e+01,1.140175437927246094e+01
9.433980941772460938e+00,1.334166431427001953e+01
1.300000000000000000e+01,1.334166431427001953e+01
7.280109882354736328e+00,1.389244365692138672e+01
7.211102485656738281e+00,1.421267032623291016e+01
1.526433753967285156e+01,1.529705810546875000e+01
1.486606884002685547e+01,1.529705810546875000e+01
